sample_id,label,latitude,longitude,elevation_m,slope_deg,aspect_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_ph,soil_organic_carbon,lc_tree_cover,lc_builtup,saturation_pct,cohesion_kpa,split_target,state,district,corridor,event_date,geology,trigger,sample_type,data_pedigree
LS-POS-0307,1,25.6799,93.9577,1304.9,45.69,207.9,1.45,18.09,8.74,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,44.8,10.9,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2021-06-25,Disang Grey Shale,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0308,1,25.7073,94.1767,890.6,46.66,213.7,3.47,26.42,12.77,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,42.5,16.9,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2018-09-02,Barail Sandstone,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0309,1,25.6215,94.1889,997.7,42.99,83.6,3.47,26.42,12.77,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,45.3,11.4,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2018-09-02,Silty Loam Weathered Mantle,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0310,1,25.8326,94.045,1227.0,33.97,247.1,7.59,20.45,9.88,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,40.2,14.2,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2020-06-25,Barail Sandstone,Monsoon Hydrostatic Load,POSITIVE_LANDSLIDE,REAL_OBSERVATION
NON-LS-BG-0311,0,25.7533,93.9664,869.2,44.35,88.9,7.52,29.78,14.39,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,46.3,16.0,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2019-07-12,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0312,0,25.6306,94.0761,864.1,13.11,327.6,0.0,0.09,0.04,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,40.9,11.9,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2018-11-20,Silty Loam Weathered Mantle,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0313,0,25.7132,94.2874,703.3,28.02,50.1,15.9,28.51,20.67,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,47.2,8.6,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2020-07-10,Disang Grey Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0314,0,25.6763,94.2564,786.3,6.34,107.3,0.0,0.1,0.05,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,39.8,7.3,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-11-12,Disang Grey Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0315,0,25.6316,94.2236,1196.0,3.58,311.7,0.0,0.0,0.0,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,38.3,17.2,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2021-11-05,Barail Sandstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0316,0,25.7428,93.9888,1187.4,32.1,198.7,2.42,15.3,7.4,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,43.9,13.3,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2018-04-10,Silty Loam Weathered Mantle,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0317,0,25.8191,94.1767,1331.1,35.65,234.6,7.34,22.04,10.65,32.8,34.2,33.0,1.31,5.6,31.5,0.0,1.0,40.0,15.5,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2019-09-15,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0318,0,25.814,94.0197,1414.5,42.06,195.8,13.77,32.44,17.9,33.0,34.0,33.0,1.32,5.5,30.0,0.0,1.0,42.4,7.4,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-07-10,Disang Grey Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0319,0,25.6726,94.2689,1368.4,36.17,145.5,4.16,18.02,8.71,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,43.1,16.9,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2018-08-18,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0320,0,25.889,94.1317,1225.7,28.15,45.2,15.5,24.02,20.15,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,44.9,10.5,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-09-22,Disang Grey Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0321,0,25.6051,94.2196,1340.8,32.9,123.0,7.36,58.72,28.38,30.0,40.0,30.0,1.36,5.7,26.0,0.0,1.0,52.3,13.2,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2022-09-15,Silty Loam Weathered Mantle,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0322,0,25.8217,94.0281,1194.0,9.85,316.5,0.0,0.37,0.18,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,35.4,7.9,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-01-22,Disang Grey Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0323,0,25.8489,94.1622,882.5,5.49,88.8,0.0,2.96,1.43,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,39.4,13.4,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2022-01-15,Silty Loam Weathered Mantle,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0324,0,25.7452,94.2116,1044.7,32.46,196.0,10.71,21.63,13.92,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,39.8,9.1,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2022-08-05,Disang Grey Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0325,0,25.8888,93.9765,948.7,5.7,281.3,0.0,0.0,0.0,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,39.1,14.1,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-11-12,Barail Sandstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0326,0,25.8433,94.1726,968.7,31.91,121.4,13.01,28.55,16.91,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,43.7,10.6,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2022-08-05,Disang Grey Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0327,0,25.807,94.2757,1065.6,5.76,274.0,0.26,9.62,4.65,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,41.1,8.0,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2021-04-20,Disang Grey Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0328,0,25.7063,94.2822,1478.5,10.45,196.8,0.03,0.61,0.29,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,40.2,15.4,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2022-03-30,Barail Sandstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0329,0,25.7298,93.9654,771.2,8.35,353.2,0.4,0.4,0.52,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,40.2,11.2,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2018-02-14,Silty Loam Weathered Mantle,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0330,0,25.8379,94.2488,838.9,14.53,78.9,0.01,0.05,0.02,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,38.5,11.6,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-11-12,Silty Loam Weathered Mantle,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0331,0,25.7377,94.2718,780.4,28.81,285.3,19.8,31.63,25.74,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,43.6,17.5,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2020-09-22,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0332,0,25.8724,94.2803,1476.6,9.26,307.5,0.0,2.96,1.43,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,36.8,14.3,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2022-01-15,Barail Sandstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0333,0,25.6696,94.1104,1317.8,14.52,4.4,0.0,0.0,0.0,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,37.1,16.9,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2021-11-05,Barail Sandstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0334,0,25.6027,94.075,1446.5,5.74,305.3,4.22,13.46,6.51,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,42.8,11.0,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2019-09-15,Disang Grey Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0335,0,25.8187,93.9834,1004.7,34.54,104.0,2.61,24.63,11.9,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,42.2,8.6,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2018-09-02,Disang Grey Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0336,0,25.898,93.9657,1299.8,7.46,160.0,0.99,0.99,1.29,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,36.0,16.3,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2018-02-14,Barail Sandstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0337,0,25.6827,94.1677,1505.3,35.31,86.5,13.36,65.25,31.54,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,55.4,12.8,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2018-06-14,Silty Loam Weathered Mantle,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0338,0,25.6575,94.2714,714.4,42.82,63.1,13.36,65.25,31.54,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,53.0,8.6,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2018-06-14,Disang Grey Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0339,0,25.86,94.0489,1468.0,43.32,273.2,15.3,27.98,19.89,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,46.7,12.0,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-09-22,Silty Loam Weathered Mantle,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0340,0,25.6847,94.0736,1418.0,14.36,171.5,0.0,0.16,0.08,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,35.8,8.5,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2020-01-22,Disang Grey Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
LS-POS-0341,1,27.3488,92.233,1954.9,37.91,64.2,8.93,45.82,22.15,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,45.5,18.8,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2021-07-28,Higher Himalayan Crystalline,Severe Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0342,1,27.1345,92.7115,1811.8,42.6,232.3,4.67,15.12,7.31,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,38.4,19.8,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2018-09-02,Higher Himalayan Crystalline,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0343,1,27.4856,92.5255,1207.7,52.39,150.8,11.23,48.95,23.66,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,49.6,19.4,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2019-06-28,Bomdila Gneiss,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0344,1,27.3734,92.4458,1953.7,35.29,106.1,5.78,22.38,10.82,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,42.4,21.8,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2019-09-15,Bomdila Gneiss,Bhalukpong Cutting Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0345,1,27.2521,92.2976,1341.7,34.03,245.3,2.66,10.87,5.25,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,41.9,9.2,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2018-09-02,Dirang Schist,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0346,1,27.5242,92.3747,1465.0,40.83,288.5,16.59,52.4,25.33,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,48.2,21.6,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2021-09-02,Higher Himalayan Crystalline,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0347,1,27.5033,92.7402,2232.2,42.26,236.5,44.61,68.18,57.99,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,51.4,19.3,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2020-07-10,Bomdila Gneiss,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0348,1,27.1837,92.6074,1942.4,54.0,301.3,4.67,15.12,7.31,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,43.8,9.1,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2018-09-02,Dirang Schist,Bhalukpong Cutting Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0349,1,27.4161,92.1845,1902.2,50.4,296.9,11.0,69.86,33.77,20.5,54.0,25.5,1.45,5.0,22.5,0.0,1.0,54.9,20.4,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2022-05-18,Bomdila Gneiss,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0350,1,27.5138,92.5532,2164.4,43.7,274.6,4.69,7.97,6.1,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,40.7,19.2,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2019-08-08,Higher Himalayan Crystalline,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0351,1,27.2723,92.1201,1038.2,36.99,234.3,11.0,69.86,33.77,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,51.8,8.3,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2022-05-18,Dirang Schist,Bhalukpong Cutting Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0352,1,27.4635,92.4653,2560.1,44.42,148.8,2.66,10.87,5.25,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,38.3,10.5,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2018-09-02,Dirang Schist,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0353,1,27.1126,92.6453,969.4,48.78,195.9,4.67,15.12,7.31,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,40.0,9.2,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2018-09-02,Dirang Schist,Bhalukpong Cutting Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0354,1,27.3505,92.559,1858.3,45.36,277.9,16.59,52.4,25.33,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,51.3,21.1,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2021-09-02,Bomdila Gneiss,Bhalukpong Cutting Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0355,1,27.1896,92.62,1889.6,42.33,227.8,8.26,13.5,10.74,20.5,54.0,25.5,1.45,5.0,22.5,0.0,1.0,40.6,19.9,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2022-08-05,Higher Himalayan Crystalline,Severe Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0356,1,27.4125,92.3058,2337.9,44.53,274.7,1.63,4.7,2.27,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,42.0,20.7,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2018-08-18,Higher Himalayan Crystalline,Severe Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0357,1,27.591,92.5082,1370.8,37.42,96.7,2.91,11.58,5.6,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,42.4,21.6,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2020-08-11,Bomdila Gneiss,Severe Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0358,1,27.3058,92.7077,1681.9,52.44,161.8,19.6,118.18,57.12,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,65.7,7.7,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2022-06-18,Dirang Schist,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0359,1,27.4427,92.3161,1046.2,41.85,215.7,4.69,7.97,6.1,19.0,56.0,25.0,1.48,4.9,20.0,0.0,1.0,40.2,18.4,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2019-08-08,Bomdila Gneiss,Bhalukpong Cutting Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0360,1,27.1995,92.3719,2226.6,36.13,309.7,64.59,90.24,83.97,20.5,54.0,25.5,1.45,5.0,22.5,0.0,1.0,58.8,10.8,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2020-06-25,Dirang Schist,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0361,1,27.1338,92.4372,1254.9,54.38,235.2,29.18,191.91,92.76,20.5,54.0,25.5,1.45,5.0,22.5,0.0,1.0,80.3,8.7,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2022-06-18,Dirang Schist,Bhalukpong Cutting Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0362,1,27.3114,92.3252,1625.9,39.55,215.3,16.59,52.4,25.33,19.0,56.0,25.0,1.48,4.9,20.0,0.0,1.0,46.7,10.8,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2021-09-02,Dirang Schist,Bhalukpong Cutting Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0363,1,27.3748,92.5484,1194.7,46.5,125.3,5.83,9.64,7.58,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,37.7,18.2,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2022-08-05,Bomdila Gneiss,Slope Toe Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0364,1,27.146,92.4894,2010.2,47.62,145.8,0.66,4.08,1.97,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,37.4,18.3,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2018-08-18,Bomdila Gneiss,Severe Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0365,1,27.3818,92.3929,2092.5,46.25,300.6,2.66,10.87,5.25,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,40.1,20.1,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2018-09-02,Higher Himalayan Crystalline,Severe Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
NON-LS-BG-0366,0,27.153,92.2006,2295.2,37.01,252.4,4.67,15.12,7.31,19.0,56.0,25.0,1.48,4.9,20.0,0.0,1.0,40.2,18.2,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2018-09-02,Bomdila Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0367,0,27.4401,92.3653,785.0,35.59,79.4,11.93,64.34,31.1,20.5,54.0,25.5,1.45,5.0,22.5,0.0,1.0,49.9,19.5,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2018-06-14,Bomdila Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0368,0,27.4629,92.5012,1961.5,42.9,33.3,19.6,118.18,57.12,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,61.4,20.8,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2022-06-18,Bomdila Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0369,0,27.4742,92.6945,1465.3,6.36,358.7,0.0,0.0,0.0,20.5,54.0,25.5,1.45,5.0,22.5,0.0,1.0,36.2,19.2,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2021-02-10,Higher Himalayan Crystalline,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0370,0,27.2146,92.4555,1849.8,45.41,265.9,1.62,14.44,6.98,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,40.6,19.7,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2021-08-14,Higher Himalayan Crystalline,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0371,0,27.1069,92.2614,1108.4,40.52,263.8,29.18,191.91,92.76,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,77.2,7.4,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2022-06-18,Dirang Schist,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0372,0,27.4034,92.5374,891.9,15.37,177.7,0.0,0.0,0.0,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,40.2,7.0,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2018-11-20,Dirang Schist,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0373,0,27.2417,92.6114,1405.9,9.68,277.5,1.78,9.12,4.41,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,40.0,20.0,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2022-07-19,Higher Himalayan Crystalline,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0374,0,27.3137,92.234,2059.5,7.34,12.6,0.0,0.0,0.0,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,37.0,19.7,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2020-11-12,Bomdila Gneiss,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0375,0,27.4937,92.3674,2179.8,43.41,233.8,19.6,118.18,57.12,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,65.7,10.4,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2022-06-18,Dirang Schist,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0376,0,27.5681,92.1416,2100.2,6.8,212.5,3.69,9.88,4.8,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,38.8,8.3,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2018-09-02,Dirang Schist,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0377,0,27.3038,92.4052,806.0,5.73,235.9,0.0,0.0,0.0,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,36.5,19.9,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2019-12-05,Higher Himalayan Crystalline,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0378,0,27.2301,92.2037,1020.8,3.92,293.1,0.0,0.01,0.0,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,39.1,18.9,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2018-11-20,Bomdila Gneiss,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0379,0,27.4426,92.1718,1229.9,7.03,267.3,2.95,8.35,4.04,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,38.8,21.7,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2022-09-15,Higher Himalayan Crystalline,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
